"","QTL_ID","Symbol","Chromosome","Center_cM","Range_cM","Cood_A_bp","Coord_B_bp","Trait_Name","Significance","FlankMrkA2","FlankMrkA1","FlankMrkB1","FlankMrkB2"
"1616",172391,"GAITED","17",396.19,"396.19-396.19",60468115,60468155,"Alternate gaits","Significant",NA,"","",NA
"1617",172392,"GAITED","17",396.19,"396.19-396.19",60468712,60468752,"Alternate gaits","Significant",NA,"","",NA
"1647",172428,"GAITED","17",186.46,"186.46-186.46",28458412,28458452,"Alternate gaits","Significant",NA,"","",NA
"1652",172441,"GAITED","17",187.77,"187.77-187.77",28658830,28658870,"Alternate gaits","Significant",NA,"","",NA
"1692",172531,"GAITED","17",NA,"",61743996,61744036,"Alternate gaits","Significant",NA,"","",NA
"1712",172564,"GAITED","17",186.64,"186.64-186.64",28485776,28485816,"Alternate gaits","Significant",NA,"","",NA
"1806",179438,"SUSBITE","17",299.06,"299.06-299.06",45644274,45644314,"Insect bite hypersensitivity","Significant","","","",""
"1807",179439,"SUSBITE","17",129.01,"129.01-129.01",19689845,19689885,"Insect bite hypersensitivity","Significant","","","",""
"4",27143,"OSTD","18",45.9,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"5",27144,"OSTD","18",60.8,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"14",27153,"OSTEO","18",78.2,"",0,100,"Osteochondrosis","Significant","","","",""
"38",27177,"OSTEO","18",78.2,"",0,100,"Osteochondrosis","Significant","","","",""
"91",28240,"OSTEO","18",53,"",0,100,"Osteochondrosis","Significant","","","",""
"92",28241,"OSTEO","18",53,"",0,100,"Osteochondrosis","Significant","","","",""
"93",28242,"OSTD","18",53,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"94",28243,"OSTD","18",53,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"95",28244,"OSTEO","18",53,"",0,100,"Osteochondrosis","Significant","","","",""
"96",28245,"OSTEO","18",53,"",0,100,"Osteochondrosis","Significant","","","",""
"97",28246,"OSTEO","18",154.2,"",0,100,"Osteochondrosis","Significant","","","",""
"98",28247,"OSTEO","18",87.6,"",0,100,"Osteochondrosis","Significant","","","",""
"99",28248,"OSTEO","18",NA,"84.9 - 88.3",0,100,"Osteochondrosis","Significant","","","",""
"100",28249,"OSTD","18",154.2,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"101",28250,"OSTD","18",87.6,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"650",29386,"ERU","18",152.95,"152.95-152.95",81856354,81856394,"Recurrent uveitis","Significant","","","",""
"654",29467,"MFERT","18",115.99,"115.86-116.12",62008083,62148769,"male fertility","Significant",NA,NA,NA,NA
"682",29496,"MFERT","18",115.99,"115.86-116.12",62008083,62148769,"male fertility","Significant",NA,NA,NA,NA
"692",29506,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"693",29507,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"694",29508,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"702",29516,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"703",29517,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"704",29518,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"705",29519,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"706",29520,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"707",29521,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"708",29522,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"709",29523,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","","",""
"716",29530,"BFSUS","18",115.99,"115.86-116.12",62008083,62148769,"Bone fracture","Significant","","rs69192312","rs69192341",""
"717",32133,"RACDIST","18",72.5,"90.08-90.28",0,100,"racing distance","Significant",NA,"","",NA
"718",32134,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"719",32135,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"720",32136,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"721",32137,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"722",32138,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"723",32139,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"724",32140,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"732",32148,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"733",32149,"RACDIST","18",115.99,"115.86-116.12",62008083,62148769,"racing distance","Significant",NA,"","",NA
"809",37920,"LTEARN","18",122.96,"122.96-122.96",65809462,65809502,"Lifetime earnings","Significant",NA,"","",NA
"810",37921,"LTEARN","18",123.07,"123.07-123.07",65868584,65868624,"Lifetime earnings","Significant",NA,"","",NA
"811",37922,"LTEARN","18",124.33,"124.33-124.33",66539947,66539987,"Lifetime earnings","Significant",NA,"","",NA
"812",37923,"LTEARN","18",123.65,"122.96-124.33",65809482,66539967,"Lifetime earnings","Significant",NA,"rs69125012","rs69126375",NA
"857",119858,"BSIZE","18",15.86,"15.86-15.86",8489047,8489087,"Overall body size","Significant",NA,"","",NA
"859",119860,"BSIZE","18",15.86,"15.86-15.86",8489211,8489251,"Overall body size","Significant",NA,"","",NA
"916",147711,"BW","18",111.39,"111.39-111.39",59614237,59614277,"Body weight","Significant",NA,"","",NA
"917",147712,"BW","18",115.94,"115.94-115.94",62049892,62049932,"Body weight","Significant",NA,"","",NA
"918",147713,"BW","18",115.95,"115.95-115.95",62054126,62054166,"Body weight","Significant",NA,"","",NA
"919",147714,"BW","18",116.06,"116.06-116.06",62115202,62115242,"Body weight","Significant",NA,"","",NA
"920",147715,"BW","18",116.06,"116.06-116.06",62117035,62117075,"Body weight","Significant",NA,"","",NA
"921",147716,"BW","18",116.12,"116.12-116.12",62148749,62148789,"Body weight","Significant",NA,"","",NA
"922",147717,"BW","18",118.08,"118.08-118.08",63193732,63193772,"Body weight","Significant",NA,"","",NA
"923",147718,"BW","18",119.04,"119.04-119.04",63708298,63708338,"Body weight","Significant",NA,"","",NA
"924",147719,"BW","18",120.04,"120.04-120.04",64245055,64245095,"Body weight","Significant",NA,"","",NA
"925",147720,"BW","18",120.05,"120.05-120.05",64252406,64252446,"Body weight","Significant",NA,"","",NA
"926",147721,"BW","18",120.31,"120.31-120.31",64391678,64391718,"Body weight","Significant",NA,"","",NA
"927",147722,"BW","18",120.48,"120.48-120.48",64481385,64481425,"Body weight","Significant",NA,"","",NA
"928",147724,"BW","18",121.3,"121.30-121.30",64919193,64919233,"Body weight","Significant",NA,"","",NA
"929",147725,"BW","18",122.51,"122.51-122.51",65565108,65565148,"Body weight","Significant",NA,"","",NA
"930",147726,"BW","18",123.07,"123.07-123.07",65868584,65868624,"Body weight","Significant",NA,"","",NA
"931",147727,"BW","18",123.34,"123.34-123.34",66010454,66010494,"Body weight","Significant",NA,"","",NA
"932",147728,"BW","18",123.61,"123.61-123.61",66155345,66155385,"Body weight","Significant",NA,"","",NA
"933",147729,"BW","18",123.61,"123.61-123.61",66158101,66158141,"Body weight","Significant",NA,"","",NA
"934",147730,"BW","18",124.33,"124.33-124.33",66539947,66539987,"Body weight","Significant",NA,"","",NA
"935",147731,"BW","18",124.85,"124.85-124.85",66819071,66819111,"Body weight","Significant",NA,"","",NA
"936",147732,"BW","18",124.93,"124.93-124.93",66862417,66862457,"Body weight","Significant",NA,"","",NA
"937",147733,"BW","18",124.99,"124.99-124.99",66892360,66892400,"Body weight","Significant",NA,"","",NA
"938",147734,"BW","18",125.18,"125.18-125.18",66996869,66996909,"Body weight","Significant",NA,"","",NA
"939",147735,"BW","18",126.21,"126.21-126.21",67545683,67545723,"Body weight","Significant",NA,"","",NA
"940",147736,"BW","18",129.41,"129.41-129.41",69258100,69258140,"Body weight","Significant",NA,"","",NA
"941",147737,"BW","18",130.74,"130.74-130.74",69969153,69969193,"Body weight","Significant",NA,"","",NA
"942",147738,"BW","18",133.22,"133.22-133.22",71299997,71300037,"Body weight","Significant",NA,"","",NA
"943",147739,"BW","18",145.99,"145.99-145.99",78131079,78131119,"Body weight","Significant",NA,"","",NA
"1028",164000,"OSTEO","18",112.87,"112.87-112.87",60407709,60407749,"Osteochondrosis","Significant","","","",""
"1029",164001,"OSTEO","18",122.49,"122.49-122.49",65557739,65557779,"Osteochondrosis","Significant","","","",""
"1030",164002,"OSTEO","18",122.49,"122.49-122.49",65557739,65557779,"Osteochondrosis","Significant","","","",""
"1085",165801,"WITHIH","18",40.36,"40.36-40.36",21601320,21601360,"Withers height","Significant",NA,"","",NA
"1094",165810,"WITHIH","18",103.66,"103.66-103.66",55476941,55476981,"Withers height","Significant",NA,"","",NA
"1114",165830,"WITHIH","18",88.51,"88.51-88.51",47369097,47369137,"Withers height","Significant",NA,"","",NA
"1158",165875,"WITHIH","18",105.09,"105.09-105.09",56241637,56241677,"Withers height","Significant",NA,"","",NA
"1466",166185,"WITHIH","18",101.51,"101.51-101.51",54328530,54328570,"Withers height","Significant",NA,"","",NA
"1471",166190,"WITHIH","18",2.04,"2.04-2.04",1089921,1089961,"Withers height","Significant",NA,"","",NA
"1479",166198,"WITHIH","18",2.12,"2.12-2.12",1136572,1136612,"Withers height","Significant",NA,"","",NA
"1481",166200,"WITHIH","18",4.09,"4.09-4.09",2187660,2187700,"Withers height","Significant",NA,"","",NA
"1530",166249,"WITHIH","18",103.66,"103.66-103.66",55476941,55476981,"Withers height","Significant",NA,"","",NA
"1539",166258,"WITHIH","18",14.06,"14.06-14.06",7525000,7525040,"Withers height","Significant",NA,"","",NA
"1541",166260,"WITHIH","18",40.36,"40.36-40.36",21601320,21601360,"Withers height","Significant",NA,"","",NA
"1573",166787,"SUSLAR","18",122.96,"122.96-122.96",65809462,65809502,"Recurrent laryngeal neuropathy","Significant","","","",""
"1722",178628,"SUSBITE","18",60.85,"60.16-61.55",32195404,32939315,"Insect bite hypersensitivity","Significant","","rs69124125","rs69125446",""
"1839",180499,"BFSUS","18",122.96,"122.96-122.96",65809462,65809502,"Bone fracture","Significant","","","",""
"1840",180500,"BFSUS","18",123.07,"123.07-123.07",65868584,65868624,"Bone fracture","Significant","","","",""
"1841",180501,"BFSUS","18",124.24,"124.24-124.24",66493717,66493757,"Bone fracture","Significant","","","",""
"1842",180502,"BFSUS","18",124.33,"124.33-124.33",66539947,66539987,"Bone fracture","Significant","","","",""
"53",27192,"OSTD","19",0,"0-1",0,100,"Osteochondrosis dissecans","Significant","","","",""
"54",27193,"OSTD","19",2,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"583",29275,"RHOD","19",155.52,"155.52-155.52",33380634,33380674,"Rhodococcus equi infection","Significant","","","",""
"834",106349,"GAITED","19",65.82,"65.82-65.82",37674787,37674827,"Alternate gaits","Significant",NA,"","",NA
"835",106350,"GAITED","19",65.82,"65.82-65.82",37674737,37674777,"Alternate gaits","Significant",NA,"","",NA
"839",106354,"GAITED","19",65.82,"65.82-65.82",30903464,30903504,"Alternate gaits","Significant",NA,"","",NA
"843",106358,"GAITED","19",65.82,"65.82-65.82",11617813,11617853,"Alternate gaits","Significant",NA,"","",NA
"845",106360,"GAITED","19",65.82,"65.82-65.82",13181164,13181204,"Alternate gaits","Significant",NA,"","",NA
"846",106361,"GAITED","19",65.82,"65.82-65.82",16010921,16010961,"Alternate gaits","Significant",NA,"","",NA
"847",106362,"GAITED","19",65.82,"65.82-65.82",16034904,16034944,"Alternate gaits","Significant",NA,"","",NA
"848",106363,"GAITED","19",66.25,"66.21-66.29",37674757,37719196,"Alternate gaits","Significant",NA,"rs69250631","rs69250662",NA
"1106",165822,"WITHIH","19",28.45,"28.45-28.45",16186098,16186138,"Withers height","Significant",NA,"","",NA
"1383",166102,"WITHIH","19",74.45,"74.45-74.45",42366031,42366071,"Withers height","Significant",NA,"","",NA
"1419",166138,"WITHIH","19",90.48,"90.48-90.48",51487262,51487302,"Withers height","Significant",NA,"","",NA
"1494",166213,"WITHIH","19",16.83,"16.83-16.83",9575483,9575523,"Withers height","Significant",NA,"","",NA
"1533",166252,"WITHIH","19",37.78,"37.78-37.78",21497846,21497886,"Withers height","Significant",NA,"","",NA
"1591",172366,"GAITED","19",43.31,"43.31-43.31",24644790,24644830,"Alternate gaits","Significant",NA,"","",NA
"1621",172396,"GAITED","19",53.85,"53.85-53.85",30643297,30643337,"Alternate gaits","Significant",NA,"","",NA
"1633",172408,"GAITED","19",49.91,"49.91-49.91",28402175,28402215,"Alternate gaits","Significant",NA,"","",NA
"1689",172524,"GAITED","19",55.17,"55.17-55.17",31393812,31393852,"Alternate gaits","Significant",NA,"","",NA
"1719",172583,"GAITED","19",37.69,"37.69-37.69",21446198,21446238,"Alternate gaits","Significant",NA,"","",NA
"1811",179443,"SUSBITE","19",69.04,"69.04-69.04",39283620,39283660,"Insect bite hypersensitivity","Significant","","","",""
"1859",213524,"EMSYND","19",44.22,"43.71-44.72",24871458,25447414,"Equine metabolic syndrome","Significant","","rs69210235","rs69121656",""
"40",27179,"OSTEO","2",26.9,"",0,100,"Osteochondrosis","Significant","","","",""
"41",27180,"OSTEO","2",26.9,"",0,100,"Osteochondrosis","Significant","","","",""
"42",27181,"OSTEO","2",26.9,"",0,100,"Osteochondrosis","Significant","","","",""
"43",27182,"OSTEO","2",41.7,"",0,100,"Osteochondrosis","Significant","","","",""
"44",27183,"OSTD","2",41.7,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"55",27194,"OSTEO","2",26.9,"",0,100,"Osteochondrosis","Significant","","","",""
"56",27195,"OSTD","2",26.9,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"57",27196,"OSTEO","2",31.4,"",0,100,"Osteochondrosis","Significant","","","",""
"58",27197,"OSTD","2",31.4,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"59",27198,"OSTEO","2",41.7,"",0,100,"Osteochondrosis","Significant","","","",""
"60",27199,"OSTD","2",41.7,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"61",27200,"OSTEO","2",43.4,"",0,100,"Osteochondrosis","Significant","","","",""
"62",27201,"OSTD","2",43.4,"",0,100,"Osteochondrosis dissecans","Significant","","","",""
"63",27202,"OSTEO","2",69.8,"",0,100,"Osteochondrosis","Significant","","","",""
"73",27212,"OSTEO","2",41.7,"",0,100,"Osteochondrosis","Significant","","","",""
"74",27213,"OSTEO","2",69.8,"",0,100,"Osteochondrosis","Significant","","","",""
"102",28251,"GPT","2",32.6,"",0,100,"Guttural pouch tympany","Significant","","","",""
"103",28252,"GPT","2",32.8,"",0,100,"Guttural pouch tympany","Significant","","","",""
"104",28253,"GPT","2",43.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"105",28254,"GPT","2",33.7,"",0,100,"Guttural pouch tympany","Significant","","","",""
"106",28255,"GPT","2",43.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"113",28262,"GPT","2",28.6,"",0,100,"Guttural pouch tympany","Significant","","","",""
"114",28263,"GPT","2",41.7,"",0,100,"Guttural pouch tympany","Significant","","","",""
"115",28264,"GPT","2",31.1,"",0,100,"Guttural pouch tympany","Significant","","","",""
"116",28265,"GPT","2",56.3,"",0,100,"Guttural pouch tympany","Significant","","","",""
"117",28266,"GPT","2",32.6,"",0,100,"Guttural pouch tympany","Significant","","","",""
"118",28267,"GPT","2",32.8,"",0,100,"Guttural pouch tympany","Significant","","","",""
"119",28268,"GPT","2",43.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"120",28269,"GPT","2",33.7,"",0,100,"Guttural pouch tympany","Significant","","","",""
"121",28270,"GPT","2",43.4,"",0,100,"Guttural pouch tympany","Significant","","","",""
"557",29249,"RHOD","2",434.84,"434.84-434.84",80197339,80197379,"Rhodococcus equi infection","Significant","","","",""
"635",29369,"OSTEO","2",251.68,"251.68-251.68",51217553,51217593,"Osteochondrosis","Significant","","","",""
"636",29370,"OSTEO","2",251.68,"251.68-251.68",51218388,51218428,"Osteochondrosis","Significant","","","",""
"726",32142,"OSTEO","2",84.28,"21.75 - 32.61",0,100,"Osteochondrosis","Significant","","","",""
"727",32143,"OSTD","2",94.3,"28.56 - 31.14",0,100,"Osteochondrosis dissecans","Significant","","","",""
"728",32144,"OSTEO","2",81.59,"17.32 - 32.61",0,100,"Osteochondrosis","Significant","","","",""
"729",32145,"OSTD","2",87.29,"22.82 - 33.58",0,100,"Osteochondrosis dissecans","Significant","","","",""
"730",32146,"OSTEO","2",25.47,"21.75 - 32.61",0,100,"Osteochondrosis","Significant","","","",""
"731",32147,"OSTEO","2",102.95,"28.56 - 34.72",0,100,"Osteochondrosis","Significant","","","",""
"850",119851,"OSTEO","2",42.6,"42.60-42.60",8669881,8669921,"Osteochondrosis","Significant","","","",""
"858",119859,"BSIZE","2",546.54,"546.54-546.54",111224458,111224498,"Overall body size","Significant",NA,"","",NA
"1023",163995,"OSTEO","2",126.61,"126.61-126.61",25766159,25766199,"Osteochondrosis","Significant","","","",""
"1043",165351,"RACPERM","2",104.72,"104.72-104.72",21311660,21311700,"racing performance","Significant",NA,"","",NA
"1081",165797,"WITHIH","2",NA,"",112096188,112096228,"Withers height","Significant",NA,"","",NA
"1086",165802,"WITHIH","2",NA,"",94555702,94555742,"Withers height","Significant",NA,"","",NA
"1098",165814,"WITHIH","2",87.31,"87.31-87.31",17767330,17767370,"Withers height","Significant",NA,"","",NA
